gene	strand	aligned reads	num sites	locations
ENSMUSG00000049659	-	3	1	20685083
ENSMUSG00000023755	-	1	0	
ENSMUSG00000048249	+	1	0	
ENSMUSG00000031386	-	2	1	73944266
ENSMUSG00000025613	-	26	1	87483874
ENSMUSG00000097727	+	1	0	
ENSMUSG00000015994	-	11	1	25998965
ENSMUSG00000063696	-	1	0	
ENSMUSG00000030051	-	14	1	87629743
ENSMUSG00000021518	+	1	0	
ENSMUSG00000006442	+	24	1	148594605
ENSMUSG00000032666	-	1	0	
ENSMUSG00000022672	+	1	0	
ENSMUSG00000115453	-	1	0	
ENSMUSG00000025153	-	2	1	120807075
ENSMUSG00000019979	-	1	0	
ENSMUSG00000091411	-	1	0	
ENSMUSG00000020474	-	1	0	
ENSMUSG00000003575	-	1	0	
ENSMUSG00000022034	-	12	1	65819037
ENSMUSG00000029695	-	17	2	23072499,23072444
ENSMUSG00000022312	-	13	1	51786562
ENSMUSG00000028125	+	2	1	122180057
ENSMUSG00000020220	-	6	1	144974791
ENSMUSG00000040351	-	1	0	
ENSMUSG00000003581	+	2	1	4141177
ENSMUSG00000034518	+	2	0	
ENSMUSG00000062691	+	8	1	78920306
ENSMUSG00000022394	+	6	1	81688312
ENSMUSG00000029647	+	2	1	147548496
ENSMUSG00000024082	+	9	1	78947157
ENSMUSG00000037846	+	4	0	
ENSMUSG00000031562	+	7	1	48141665
ENSMUSG00000038683	+	49	2	41013013,41013034
ENSMUSG00000039233	-	1	0	
ENSMUSG00000059323	-	4	1	76626236
ENSMUSG00000036315	-	27	1	36954355
ENSMUSG00000039041	+	12	2	180176286,180176307
ENSMUSG00000022000	+	3	1	75344425
ENSMUSG00000028978	+	2	1	24384330
ENSMUSG00000015536	+	2	1	114828729
ENSMUSG00000040714	-	1	0	
ENSMUSG00000002458	-	3	1	181688421
ENSMUSG00000097383	+	1	0	
ENSMUSG00000024270	-	7	1	24579885
ENSMUSG00000020541	-	1	0	
ENSMUSG00000000958	-	1	0	
ENSMUSG00000028049	+	21	1	89182765
ENSMUSG00000068328	+	2	1	83057682
ENSMUSG00000042167	-	9	2	93147403,93147534
ENSMUSG00000110277	+	3	1	90592528
ENSMUSG00000037020	-	4	1	30240137
ENSMUSG00000021996	+	6	1	74749858
ENSMUSG00000085427	-	7	1	72784678
ENSMUSG00000025158	-	2	0	
ENSMUSG00000078955	+	1	0	
ENSMUSG00000030380	-	1	0	
ENSMUSG00000027695	+	11	2	28133239,27957423
ENSMUSG00000022212	+	1	0	
ENSMUSG00000022280	-	2	1	36241232
ENSMUSG00000025504	+	1	0	
ENSMUSG00000058239	-	7	1	30945995
ENSMUSG00000030061	-	13	1	97184002
ENSMUSG00000028459	-	2	1	43447734
ENSMUSG00000024613	-	1	0	
ENSMUSG00000038963	+	2	1	180474852
ENSMUSG00000029833	+	12	1	37966296
ENSMUSG00000035834	-	1	0	
ENSMUSG00000029830	-	6	2	38026403,37983738
ENSMUSG00000094870	-	1	0	
ENSMUSG00000028274	+	1	0	
ENSMUSG00000024742	-	5	1	10199137
ENSMUSG00000040842	-	9	1	141115312
ENSMUSG00000003868	-	45	1	45421895
ENSMUSG00000069135	+	1	0	
ENSMUSG00000020086	-	1	0	
ENSMUSG00000026279	-	11	1	93705389
ENSMUSG00000001729	-	5	1	112653825
ENSMUSG00000025026	+	2	0	
ENSMUSG00000028337	-	1	0	
ENSMUSG00000025509	+	3	1	141460087
ENSMUSG00000039069	+	1	0	
ENSMUSG00000020743	-	4	1	115607917
ENSMUSG00000073633	+	3	1	84900485
ENSMUSG00000034593	+	1	0	
ENSMUSG00000021962	+	10	2	30527063,30484548
ENSMUSG00000039031	+	1	0	
ENSMUSG00000003134	-	11	1	39371861
ENSMUSG00000061458	+	4	1	17430095
ENSMUSG00000057982	+	1	0	
ENSMUSG00000047842	-	6	1	52506788
ENSMUSG00000028980	-	1	0	
ENSMUSG00000033739	+	8	1	34646327
ENSMUSG00000041360	-	4	1	27390054
ENSMUSG00000046449	-	1	0	
ENSMUSG00000092570	-	1	0	
ENSMUSG00000023467	+	1	0	
ENSMUSG00000024096	-	23	2	65848414,65849707
ENSMUSG00000040345	+	1	0	
ENSMUSG00000022052	-	2	0	
ENSMUSG00000026126	+	9	1	34473784
ENSMUSG00000020592	+	1	0	
ENSMUSG00000021486	+	6	1	55325272
ENSMUSG00000022456	+	4	1	82294574
ENSMUSG00000030265	-	1	0	
ENSMUSG00000037197	-	60	1	11585438
ENSMUSG00000003549	+	4	1	19356524
ENSMUSG00000038302	-	2	1	42312584
ENSMUSG00000020430	+	14	1	3979221
ENSMUSG00000034525	-	8	1	70588696
ENSMUSG00000024400	+	22	3	31907372,31834084,31907256
ENSMUSG00000029782	-	13	2	30482414,30482362
ENSMUSG00000028641	+	1	0	
ENSMUSG00000025324	+	1	0	
ENSMUSG00000025333	+	1	0	
ENSMUSG00000085115	-	1	0	
ENSMUSG00000020818	+	1	0	
ENSMUSG00000027668	+	7	1	32577679
ENSMUSG00000044700	-	5	1	149715382
ENSMUSG00000041741	+	1	0	
ENSMUSG00000078903	-	2	0	
ENSMUSG00000040997	+	7	1	54269165
ENSMUSG00000027746	-	4	1	53857858
ENSMUSG00000057530	+	1	0	
ENSMUSG00000039270	-	1	0	
ENSMUSG00000049314	-	17	1	109179221
ENSMUSG00000096530	-	1	0	
ENSMUSG00000067367	+	24	1	38234299
ENSMUSG00000078513	-	2	0	
ENSMUSG00000026377	+	6	2	118333590,118333823
ENSMUSG00000033502	-	1	0	
ENSMUSG00000027602	+	10	1	155278071
ENSMUSG00000028295	-	5	1	34768663
ENSMUSG00000019909	-	6	1	51585413
ENSMUSG00000019689	+	11	1	38539449
ENSMUSG00000086109	+	3	1	6473117
ENSMUSG00000114504	-	2	1	17932299
ENSMUSG00000026869	-	10	2	34852086,34852290
ENSMUSG00000021774	-	5	1	18282726
ENSMUSG00000033565	-	1	0	
ENSMUSG00000032320	+	8	2	56058888,56059074
ENSMUSG00000086075	+	2	0	
ENSMUSG00000030595	-	16	1	28759042
ENSMUSG00000030432	+	6	1	4794562
ENSMUSG00000072419	+	4	0	
ENSMUSG00000037089	+	1	0	
ENSMUSG00000042606	+	47	2	126865123,126865372
ENSMUSG00000051586	-	4	1	121007239
ENSMUSG00000021123	+	4	1	79222664
ENSMUSG00000015812	+	19	1	67749436
ENSMUSG00000082406	-	2	1	94608104
ENSMUSG00000031600	+	6	1	40546546
ENSMUSG00000029064	+	4	1	155557811
ENSMUSG00000024206	-	1	0	
ENSMUSG00000053617	-	1	0	
ENSMUSG00000029066	+	4	1	155808828
ENSMUSG00000024667	-	2	1	10550462
ENSMUSG00000032264	+	4	1	49078773
ENSMUSG00000033970	-	13	1	151642816
ENSMUSG00000028140	+	9	1	94448721
ENSMUSG00000034194	-	2	1	69697303
ENSMUSG00000018012	+	10	1	120723969
ENSMUSG00000062960	-	2	1	75932828
ENSMUSG00000029864	+	2	1	42250448
ENSMUSG00000025421	+	1	0	
ENSMUSG00000028962	+	4	1	24440944
ENSMUSG00000025006	-	1	0	
ENSMUSG00000021900	+	1	0	
ENSMUSG00000027133	+	16	1	112262666
ENSMUSG00000083749	+	1	0	
ENSMUSG00000031924	+	18	1	107184101
ENSMUSG00000019777	+	10	2	37001889,37001838
ENSMUSG00000044633	+	2	0	
ENSMUSG00000036693	-	5	1	34638535
ENSMUSG00000030103	+	2	0	
ENSMUSG00000020963	+	1	0	
ENSMUSG00000099922	+	6	1	59393571
ENSMUSG00000021188	-	1	0	
ENSMUSG00000028669	-	8	1	135975601
ENSMUSG00000022387	-	3	1	88687308
ENSMUSG00000041096	-	1	0	
ENSMUSG00000028634	+	6	1	119873325
ENSMUSG00000037594	+	8	1	112816247
ENSMUSG00000040478	-	1	0	
ENSMUSG00000058835	-	5	1	22940363
ENSMUSG00000050931	-	3	1	131322736
ENSMUSG00000006676	+	65	3	108502318,108501699,108502337
ENSMUSG00000022553	+	1	0	
ENSMUSG00000005078	+	1	0	
ENSMUSG00000068921	-	42	1	88923634
ENSMUSG00000051391	-	2	0	
ENSMUSG00000000743	-	1	0	
ENSMUSG00000032526	+	15	2	121712921,121712830
ENSMUSG00000027714	+	4	2	36565645,36565727
ENSMUSG00000006418	+	8	1	167516166
ENSMUSG00000090785	-	1	0	
ENSMUSG00000053749	-	1	0	
ENSMUSG00000007888	+	5	1	70504078
ENSMUSG00000022561	+	2	1	76334906
ENSMUSG00000038563	+	1	0	
ENSMUSG00000022385	+	7	1	85876573
ENSMUSG00000022021	-	3	0	
ENSMUSG00000051378	-	3	0	
ENSMUSG00000008489	-	1	0	
ENSMUSG00000046434	+	29	3	103246692,103244957,103244589
ENSMUSG00000022779	+	4	1	16892990
ENSMUSG00000030884	+	13	2	120659274,120659334
ENSMUSG00000019659	+	14	1	110711593
ENSMUSG00000030538	-	11	1	80227158
ENSMUSG00000010609	-	8	1	180227003
ENSMUSG00000027185	-	5	1	103721257
ENSMUSG00000035845	-	2	1	88805244
ENSMUSG00000031681	-	1	0	
ENSMUSG00000028309	+	3	1	49656885
ENSMUSG00000024487	-	3	1	40205428
ENSMUSG00000030357	-	5	2	128430102,128430678
ENSMUSG00000039737	-	14	1	136181082
ENSMUSG00000002949	-	4	1	4259735
ENSMUSG00000028558	+	6	1	109254569
ENSMUSG00000032387	+	17	2	65660525,65651664
ENSMUSG00000007721	-	30	1	70868226
ENSMUSG00000024664	+	1	0	
ENSMUSG00000111066	-	1	0	
ENSMUSG00000024182	+	3	1	26195810
ENSMUSG00000001211	-	2	1	78273601
ENSMUSG00000040850	+	11	1	30880359
ENSMUSG00000030451	+	5	1	56231800
ENSMUSG00000037992	+	3	1	98974162
ENSMUSG00000058589	+	2	0	
ENSMUSG00000022898	-	1	0	
ENSMUSG00000020549	+	12	2	65001605,65002070
ENSMUSG00000025825	+	4	1	113778273
ENSMUSG00000071658	-	26	1	8837811
ENSMUSG00000037375	-	2	0	
ENSMUSG00000062510	+	2	0	
ENSMUSG00000036168	+	3	0	
ENSMUSG00000074731	-	2	0	
ENSMUSG00000027829	-	3	1	65946150
ENSMUSG00000016984	-	13	1	17939888
ENSMUSG00000030417	-	16	1	35642013
ENSMUSG00000020224	+	11	2	120232071,120231662
ENSMUSG00000024347	+	1	0	
ENSMUSG00000025372	+	4	1	120006780
ENSMUSG00000046408	+	9	1	84004769
ENSMUSG00000031644	+	2	1	61131340
ENSMUSG00000053490	-	1	0	
ENSMUSG00000027935	+	1	0	
ENSMUSG00000026626	-	2	0	
ENSMUSG00000028222	+	1	0	
ENSMUSG00000074489	-	1	0	
ENSMUSG00000054079	-	17	2	93859952,93859623
ENSMUSG00000022500	-	7	1	10959486
ENSMUSG00000030877	+	4	1	121014787
ENSMUSG00000030245	+	4	1	142402136
ENSMUSG00000030105	+	2	0	
ENSMUSG00000036086	-	2	0	
ENSMUSG00000051615	+	1	0	
ENSMUSG00000115163	-	3	1	120812931
ENSMUSG00000004460	+	20	2	22872108,22872369
ENSMUSG00000097303	+	1	0	
ENSMUSG00000023923	-	2	0	
ENSMUSG00000021782	-	1	0	
ENSMUSG00000068036	+	1	0	
ENSMUSG00000047843	+	18	1	144264395
ENSMUSG00000059939	+	2	0	
ENSMUSG00000054520	+	9	1	34563626
ENSMUSG00000028248	+	1	0	
ENSMUSG00000003680	-	15	2	8774491,8772527
ENSMUSG00000032786	-	11	1	106233926
ENSMUSG00000033684	-	1	0	
ENSMUSG00000025782	-	6	2	9915289,9915603
ENSMUSG00000106015	+	33	1	127580103
ENSMUSG00000019977	+	5	1	21368885
ENSMUSG00000022982	+	58	1	90226324
ENSMUSG00000022677	-	4	1	14299243
ENSMUSG00000015291	+	2	1	74311862
ENSMUSG00000056209	-	1	0	
ENSMUSG00000096278	+	1	0	
ENSMUSG00000006215	+	9	1	141467225
ENSMUSG00000054387	-	49	4	132991295,132986219,132991223,132991656
ENSMUSG00000028138	+	58	1	138455316
ENSMUSG00000064326	+	41	1	112649145
ENSMUSG00000054874	-	1	0	
ENSMUSG00000027309	-	1	0	
ENSMUSG00000045975	-	2	1	97858746
ENSMUSG00000027304	+	2	0	
ENSMUSG00000106398	-	3	1	136943236
ENSMUSG00000034509	-	3	1	46147387
ENSMUSG00000058441	+	4	0	
ENSMUSG00000015806	-	3	1	45434052
ENSMUSG00000041506	+	6	1	106485417
ENSMUSG00000047213	+	5	1	16215006
ENSMUSG00000010277	+	1	0	
ENSMUSG00000079845	-	1	0	
ENSMUSG00000039656	+	1	0	
ENSMUSG00000074247	+	11	2	71475092,71476091
ENSMUSG00000022009	+	5	1	76135087
ENSMUSG00000050668	+	5	2	78845316,78845362
ENSMUSG00000036751	-	15	1	30616973
ENSMUSG00000024067	-	58	2	74299479,74299498
ENSMUSG00000024921	+	5	1	26778321
ENSMUSG00000020839	+	1	0	
ENSMUSG00000006589	-	2	1	122574635
ENSMUSG00000044715	+	1	0	
ENSMUSG00000069495	+	1	0	
ENSMUSG00000018921	-	13	1	70392882
ENSMUSG00000015980	+	2	0	
ENSMUSG00000026915	-	4	2	37583471,37583655
ENSMUSG00000002379	+	80	1	56722137
ENSMUSG00000047721	+	14	1	126696693
ENSMUSG00000026641	+	5	1	171418759
ENSMUSG00000022466	-	14	1	97675102
ENSMUSG00000032182	-	3	1	21588681
ENSMUSG00000029635	+	6	1	146302870
ENSMUSG00000050357	+	5	1	105698195
ENSMUSG00000053559	-	26	2	100621359,100621338
ENSMUSG00000063049	-	1	0	
ENSMUSG00000036875	+	1	0	
ENSMUSG00000027079	-	1	0	
ENSMUSG00000021552	-	15	1	58233348
ENSMUSG00000025272	-	1	0	
ENSMUSG00000020262	-	1	0	
ENSMUSG00000045822	+	4	1	164822123
ENSMUSG00000031077	-	2	1	144579691
ENSMUSG00000015023	-	8	1	110974990
ENSMUSG00000005410	+	23	1	75127689
ENSMUSG00000025571	+	1	0	
ENSMUSG00000085355	+	2	0	
ENSMUSG00000020283	-	14	1	23648821
ENSMUSG00000041977	+	1	0	
ENSMUSG00000021190	-	33	2	102394081,102394101
ENSMUSG00000020448	-	2	0	
ENSMUSG00000050520	-	1	0	
ENSMUSG00000032637	-	28	1	126491707
ENSMUSG00000042737	+	3	1	89267079
ENSMUSG00000024427	-	1	0	
ENSMUSG00000005949	-	1	0	
ENSMUSG00000039804	-	2	1	165000356
ENSMUSG00000001440	-	7	1	97161531
ENSMUSG00000012114	-	4	1	17651222
ENSMUSG00000017550	+	1	0	
ENSMUSG00000074377	-	1	0	
ENSMUSG00000036371	+	14	2	67284302,67284064
ENSMUSG00000052512	+	5	1	48964890
ENSMUSG00000000037	+	2	0	
ENSMUSG00000024669	-	3	1	10718146
ENSMUSG00000052013	+	2	0	
ENSMUSG00000038462	-	3	1	30540451
ENSMUSG00000113524	+	4	0	
ENSMUSG00000027525	+	8	2	178336068,178178559
ENSMUSG00000027774	+	5	1	67475068
ENSMUSG00000020483	-	12	1	87981262
ENSMUSG00000005813	-	2	0	
ENSMUSG00000049565	+	14	2	108782287,108765948
ENSMUSG00000045004	+	9	1	141112760
ENSMUSG00000031093	+	1	0	
ENSMUSG00000001552	-	3	1	100370618
ENSMUSG00000028826	-	12	1	134804110
ENSMUSG00000031167	-	17	1	8142362
ENSMUSG00000006057	-	47	2	96072985,96073007
ENSMUSG00000023944	-	51	1	45567777
ENSMUSG00000007021	-	1	0	
ENSMUSG00000025857	+	2	1	139186504
ENSMUSG00000001100	+	4	1	78522171
ENSMUSG00000046435	+	1	0	
ENSMUSG00000045435	+	21	1	20886870
ENSMUSG00000020694	+	1	0	
ENSMUSG00000021711	-	6	1	104143946
ENSMUSG00000024376	-	2	0	
ENSMUSG00000091512	+	17	1	137928762
ENSMUSG00000052331	-	4	0	
ENSMUSG00000022895	+	2	0	
ENSMUSG00000021671	+	7	1	96414869
ENSMUSG00000028671	+	3	1	135968176
ENSMUSG00000026655	+	1	0	
ENSMUSG00000025995	+	14	2	45823619,45823638
ENSMUSG00000038690	-	144	1	145183705
ENSMUSG00000021606	-	10	1	73319875
ENSMUSG00000031527	-	5	1	35468745
ENSMUSG00000025020	-	1	0	
ENSMUSG00000038022	+	12	1	55318680
ENSMUSG00000020656	+	5	1	24617388
ENSMUSG00000052407	+	1	0	
ENSMUSG00000033257	+	9	1	74697973
ENSMUSG00000026259	-	2	1	87476839
ENSMUSG00000024294	+	1	0	
ENSMUSG00000035351	+	15	1	88178393
ENSMUSG00000092417	+	5	1	35124815
ENSMUSG00000029613	+	10	2	143902717,143902116
ENSMUSG00000035051	-	11	1	80238310
ENSMUSG00000030275	+	1	0	
ENSMUSG00000043059	-	7	1	31198980
ENSMUSG00000067365	+	13	1	38269626
ENSMUSG00000001228	+	55	2	56323486,56322729
ENSMUSG00000111194	+	20	2	124346947,124347157
ENSMUSG00000028708	+	12	1	115879248
ENSMUSG00000082902	+	1	0	
ENSMUSG00000073155	+	9	1	35261635
ENSMUSG00000025077	-	27	1	56529168
ENSMUSG00000039220	+	6	1	35932283
ENSMUSG00000024735	+	2	0	
ENSMUSG00000027080	+	10	2	84688215,84687398
ENSMUSG00000042210	-	1	0	
ENSMUSG00000028703	+	9	1	116097043
ENSMUSG00000003528	-	1	0	
ENSMUSG00000090069	-	8	2	7932754,7932460
ENSMUSG00000044033	-	1	0	
ENSMUSG00000002222	-	1	0	
ENSMUSG00000026554	+	21	3	172195466,172195551,172196392
ENSMUSG00000031007	+	1	0	
ENSMUSG00000028863	+	13	3	125109892,125103878,125110069
ENSMUSG00000019320	+	10	1	24700530
ENSMUSG00000007812	+	12	2	145237848,145245815
ENSMUSG00000061731	-	4	1	53068260
ENSMUSG00000007034	+	1	0	
ENSMUSG00000017146	-	3	1	101488763
ENSMUSG00000050697	+	18	1	5178933
ENSMUSG00000020077	-	5	1	62494426
ENSMUSG00000097755	+	2	0	
ENSMUSG00000031590	-	5	1	41397466
ENSMUSG00000032796	+	1	0	
ENSMUSG00000008859	-	1	0	
ENSMUSG00000020024	+	2	0	
ENSMUSG00000040139	-	5	1	137375572
ENSMUSG00000026171	-	7	1	74593751
ENSMUSG00000096935	-	1	0	
ENSMUSG00000053702	-	1	0	
ENSMUSG00000028643	+	1	0	
ENSMUSG00000025757	+	2	0	
ENSMUSG00000113474	+	1	0	
ENSMUSG00000085770	-	24	1	32379904
ENSMUSG00000041733	+	1	0	
ENSMUSG00000025730	-	1	0	
ENSMUSG00000029772	+	1	0	
ENSMUSG00000028484	-	11	1	83455679
ENSMUSG00000020287	+	1	0	
ENSMUSG00000115360	-	1	0	
ENSMUSG00000035311	+	2	0	
ENSMUSG00000004929	+	34	1	81082220
ENSMUSG00000028936	+	8	1	152332480
ENSMUSG00000026743	+	4	1	18212387
ENSMUSG00000078861	-	1	0	
ENSMUSG00000022489	+	4	1	103530056
ENSMUSG00000022757	-	3	1	56690331
ENSMUSG00000024170	-	1	0	
ENSMUSG00000033060	+	33	1	101934705
ENSMUSG00000034330	+	6	1	117635142
ENSMUSG00000058267	+	16	3	160199820,160200069,160200447
ENSMUSG00000031740	+	1	0	
ENSMUSG00000021235	+	2	1	84373792
ENSMUSG00000004626	+	13	1	3642795
ENSMUSG00000024429	+	4	1	35988867
ENSMUSG00000035901	-	3	1	109893779
ENSMUSG00000027907	+	1	0	
ENSMUSG00000038658	+	1	0	
ENSMUSG00000105996	+	1	0	
ENSMUSG00000021508	-	1	0	
ENSMUSG00000003235	+	5	1	20509323
ENSMUSG00000030654	-	20	1	118118902
ENSMUSG00000105080	+	3	1	53326387
ENSMUSG00000040818	+	3	0	
ENSMUSG00000044712	+	1	0	
ENSMUSG00000023883	-	4	1	14944993
ENSMUSG00000032818	+	1	0	
ENSMUSG00000062175	+	1	0	
ENSMUSG00000075705	+	3	1	24742772
ENSMUSG00000007338	-	4	1	6054675
ENSMUSG00000020460	-	18	1	29545845
ENSMUSG00000016946	-	5	1	24047739
ENSMUSG00000029563	+	1	0	
ENSMUSG00000111955	+	1	0	
ENSMUSG00000002524	-	23	1	76070189
ENSMUSG00000042496	+	2	0	
ENSMUSG00000079164	+	1	0	
ENSMUSG00000087401	+	19	2	61076132,61057238
ENSMUSG00000039159	-	3	0	
ENSMUSG00000008036	+	28	1	16749292
ENSMUSG00000058331	-	1	0	
ENSMUSG00000022559	-	60	1	76535722
ENSMUSG00000027447	-	2	1	148871721
ENSMUSG00000048799	-	5	1	53692048
ENSMUSG00000021936	-	2	0	
ENSMUSG00000035310	-	1	0	
ENSMUSG00000001999	+	8	1	127090773
ENSMUSG00000037990	+	1	0	
ENSMUSG00000036022	-	1	0	
ENSMUSG00000009418	-	1	0	
ENSMUSG00000049493	-	3	0	
ENSMUSG00000022403	-	9	1	81365043
ENSMUSG00000009681	+	7	1	75182681
ENSMUSG00000031505	+	4	1	11513287
ENSMUSG00000034930	+	1	0	
ENSMUSG00000036686	-	11	1	84132838
ENSMUSG00000025219	-	127	2	45736797,45736495
ENSMUSG00000110001	-	144	4	46967714,46967872,46968397,46967827
ENSMUSG00000035683	+	19	1	44364296
ENSMUSG00000030321	-	2	1	115810730
ENSMUSG00000025420	-	12	1	76977147
ENSMUSG00000040007	+	1	0	
ENSMUSG00000108929	+	2	0	
ENSMUSG00000020454	+	49	2	3244586,3244399
ENSMUSG00000022587	+	1	0	
ENSMUSG00000032737	-	1	0	
ENSMUSG00000031458	-	4	1	13884793
ENSMUSG00000029714	+	1	0	
ENSMUSG00000020536	+	2	1	60714183
ENSMUSG00000037860	+	1	0	
ENSMUSG00000029467	-	21	2	122456327,122453518
ENSMUSG00000025050	-	20	1	47033616
ENSMUSG00000034201	-	1	0	
ENSMUSG00000019961	-	9	1	91149110
ENSMUSG00000105811	-	1	0	
ENSMUSG00000061126	+	4	1	32493274
ENSMUSG00000000134	+	3	1	7775194
ENSMUSG00000116029	+	3	1	5450825
ENSMUSG00000066595	-	1	0	
ENSMUSG00000097440	-	1	0	
ENSMUSG00000043671	-	1	0	
ENSMUSG00000028182	+	1	0	
ENSMUSG00000060288	-	3	1	119300013
ENSMUSG00000036256	-	3	1	77349246
ENSMUSG00000005107	-	1	0	
ENSMUSG00000027456	+	2	1	151590002
ENSMUSG00000026175	+	16	2	74435522,74435103
ENSMUSG00000031256	+	1	0	
ENSMUSG00000031980	-	1	0	
ENSMUSG00000073643	-	2	0	
ENSMUSG00000032479	+	4	1	110083173
ENSMUSG00000067750	+	5	1	21351203
ENSMUSG00000019897	+	5	1	105847276
ENSMUSG00000001380	-	5	1	36766527
ENSMUSG00000027088	+	2	1	69797223
ENSMUSG00000085504	+	1	0	
ENSMUSG00000031756	+	11	1	116941504
ENSMUSG00000053110	-	1	0	
ENSMUSG00000031791	+	4	1	72586439
ENSMUSG00000022656	-	14	2	46394871,46393757
ENSMUSG00000019039	+	6	1	108572773
ENSMUSG00000005907	+	3	1	3634059
ENSMUSG00000007872	+	2	1	136145387
ENSMUSG00000020525	+	3	0	
ENSMUSG00000024393	-	10	1	35149075
ENSMUSG00000038274	+	36	1	6059519
ENSMUSG00000039201	-	1	0	
ENSMUSG00000025616	+	12	2	87483515,87483310
ENSMUSG00000035365	-	1	0	
ENSMUSG00000045854	+	2	1	32801378
ENSMUSG00000031161	-	2	1	7930115
ENSMUSG00000040734	+	2	1	19378540
ENSMUSG00000058076	-	6	1	171129163
ENSMUSG00000028677	-	16	1	117271463
ENSMUSG00000032883	+	16	2	78706980,78706863
ENSMUSG00000037962	+	3	1	125011901
ENSMUSG00000032384	+	1	0	
ENSMUSG00000055917	-	26	2	40315558,40322344
ENSMUSG00000032050	+	14	2	52088729,52075174
ENSMUSG00000026219	-	39	1	84724303
ENSMUSG00000021843	+	27	2	47736559,47736407
ENSMUSG00000085472	+	3	1	30062113
ENSMUSG00000044122	+	2	1	78205502
ENSMUSG00000047539	-	7	1	182316485
ENSMUSG00000071721	-	1	0	
ENSMUSG00000025626	+	3	1	52954005
ENSMUSG00000030852	+	14	1	130764782
ENSMUSG00000025574	-	4	1	117815525
ENSMUSG00000033379	-	13	1	117884329
ENSMUSG00000025451	+	4	0	
ENSMUSG00000029723	+	9	1	137759749
ENSMUSG00000018001	+	1	0	
ENSMUSG00000045273	-	10	2	100759678,100759699
ENSMUSG00000107142	-	5	1	31487587
ENSMUSG00000096323	+	1	0	
ENSMUSG00000026087	+	8	1	37898338
ENSMUSG00000020286	-	2	1	23516245
ENSMUSG00000086483	-	1	0	
ENSMUSG00000041012	-	2	0	
ENSMUSG00000029062	+	19	1	155649935
ENSMUSG00000027006	+	9	2	80354047,80353861
ENSMUSG00000070283	-	6	1	108565860
ENSMUSG00000024266	+	1	0	
ENSMUSG00000039703	-	3	1	120380790
ENSMUSG00000040548	-	4	0	
ENSMUSG00000022710	-	9	2	8689602,8690574
ENSMUSG00000032757	-	6	2	4076903,4077875
ENSMUSG00000047352	-	2	0	
ENSMUSG00000055546	+	3	1	46843962
ENSMUSG00000059842	+	1	0	
ENSMUSG00000063698	-	8	1	60838760
ENSMUSG00000027889	-	1	0	
ENSMUSG00000020456	+	2	1	6356639
ENSMUSG00000020078	-	7	1	62455271
ENSMUSG00000040112	+	15	1	147070901
ENSMUSG00000043639	+	1	0	
ENSMUSG00000019471	-	11	1	21139430
ENSMUSG00000019942	-	21	1	69338301
ENSMUSG00000092074	-	2	1	6310543
ENSMUSG00000029610	-	12	1	143902703
ENSMUSG00000020409	+	4	2	43447035,43446311
ENSMUSG00000043831	+	3	1	67228463
ENSMUSG00000032604	+	63	1	108515936
ENSMUSG00000066900	-	9	2	117092436,117091682
ENSMUSG00000038633	-	22	2	182275963,182276393
ENSMUSG00000032010	+	9	1	44094034
ENSMUSG00000030994	-	1	0	
ENSMUSG00000038240	+	1	0	
ENSMUSG00000050730	-	3	1	8996767
ENSMUSG00000087698	-	1	0	
ENSMUSG00000003546	-	4	1	46630626
ENSMUSG00000111488	-	1	0	
ENSMUSG00000037966	+	45	1	49196245
ENSMUSG00000021484	-	13	1	55346744
ENSMUSG00000021420	+	8	2	36537593,36413743
ENSMUSG00000058672	-	5	1	34074277
ENSMUSG00000007777	-	12	1	51685379
ENSMUSG00000018830	-	6	1	14194527
ENSMUSG00000021591	+	72	1	75850147
ENSMUSG00000028795	-	9	1	129619273
ENSMUSG00000060508	+	72	1	20062942
ENSMUSG00000009894	-	6	1	59407142
ENSMUSG00000029022	-	5	1	147860790
ENSMUSG00000018334	-	2	0	
ENSMUSG00000058729	+	2	1	180690687
ENSMUSG00000024780	+	4	0	
ENSMUSG00000048756	-	4	0	
ENSMUSG00000026563	+	5	1	166393621
ENSMUSG00000026301	-	2	1	90042131
ENSMUSG00000085426	-	1	0	
ENSMUSG00000029322	-	205	1	100553727
ENSMUSG00000024998	+	36	2	38782962,38783623
ENSMUSG00000026035	-	25	1	58430993
ENSMUSG00000033323	-	1	0	
ENSMUSG00000022514	+	3	1	26701954
ENSMUSG00000031851	+	4	1	125748227
ENSMUSG00000043241	+	1	0	
ENSMUSG00000047284	+	1	0	
ENSMUSG00000027716	-	1	0	
ENSMUSG00000020630	+	11	1	28659586
ENSMUSG00000053907	-	4	1	72432795
ENSMUSG00000112404	+	1	0	
ENSMUSG00000006005	+	17	1	150449932
ENSMUSG00000081007	-	1	0	
ENSMUSG00000028073	-	1	0	
ENSMUSG00000026775	+	1	0	
ENSMUSG00000036158	-	2	1	93499109
ENSMUSG00000029007	-	6	1	148080266
ENSMUSG00000039458	+	1	0	
ENSMUSG00000041309	-	1	0	
ENSMUSG00000021814	-	96	1	20456167
ENSMUSG00000022350	-	3	1	59331996
ENSMUSG00000026393	-	2	1	138486022
ENSMUSG00000010095	-	30	1	8707566
ENSMUSG00000039067	-	7	2	107580379,107580837
ENSMUSG00000037437	-	2	1	24836143
ENSMUSG00000053553	-	10	1	139359738
